"","HAULJOIN","CRUISE","VESSEL","HAUL","GIS_STATION","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","CHELA_HEIGHT","COMMENTS","YEAR","log10.length","log10.weight","log.length","log.weight","Cooks_D","SC"
"2954",-6380,201001,89,21,"H-10",69322,1,129.6,NA,3,NA,NA,NA,1862,NA,NA,"2010",2.11260500153457,3.26997967664532,4.86445278391817,7.52940645783701,0.000339116781450615,"OS"
"2963",-7582,201101,162,18,"H-12",69322,1,129.9,NA,3,NA,NA,NA,1668,NA,NA,"2011",2.11360915107303,3.22219604630172,4.86676492367655,7.41938058291869,0.00121794269782159,"OS"
"2966",-4425,200801,88,191,"J-10",69322,1,129.9,NA,3,NA,NA,NA,1946,41.8,NA,"2008",2.11360915107303,3.28914283593233,4.86676492367655,7.57353126274595,0.00122555579161454,"OS"
"2976",1023466,200001,88,189,"H-11",69322,1,130,147,3,NA,NA,NA,1703,NA,NA,"2000",2.11394335230684,3.2312146479626,4.86753445045558,7.44014668066269,0.000702067567788936,"OS"
"2978",1010915,200001,88,25,"E-11",69322,1,130,NA,3,NA,NA,NA,1742,NA,NA,"2000",2.11394335230684,3.24104815067164,4.86753445045558,7.46278915741245,0.000264263171600614,"OS"
"2982",1010682,200001,89,6,"I-14",69322,1,130,NA,3,NA,NA,NA,1846,NA,NA,"2000",2.11394335230684,3.26623169668989,4.86753445045558,7.5207764150628,9.93888214474014e-05,"OS"
"2983",1010896,200001,88,6,"I-15",69322,1,130,NA,3,NA,NA,NA,1862,NA,NA,"2000",2.11394335230684,3.26997967664532,4.86753445045558,7.52940645783701,0.00019244499808352,"OS"
"2984",1010928,200001,88,38,"E-09",69322,1,130,NA,3,NA,NA,NA,1886,NA,NA,"2000",2.11394335230684,3.27554168840131,4.86753445045558,7.5422134631934,0.000386696737182108,"OS"
"2987",1010692,200001,89,16,"J-13",69322,1,130,NA,3,NA,NA,NA,1966,NA,NA,"2000",2.11394335230684,3.29358351349612,4.86753445045558,7.58375630070711,0.00147862931062829,"OS"
"2988",-2915,200701,88,57,"J-06",69322,1,130,NA,3,NA,NA,NA,1968,42.3,NA,"2007",2.11394335230684,3.29402509409532,4.86753445045558,7.5847730776122,0.0015142060991092,"OS"
"2990",1063404,200101,89,21,"K-11",69322,1,130,NA,3,NA,NA,NA,2096,NA,NA,"2001",2.11394335230684,3.32139127831169,4.86753445045558,7.64778604544093,0.00454428581996289,"OS"
"2995",-2893,200701,88,35,"G-10",69322,1,130.1,NA,3,NA,NA,NA,1868,40.6,NA,"2007",2.11427729656159,3.27137687189407,4.86830338551846,7.53262361878879,0.000201797239235089,"OS"
"2996",-13966,201501,94,9,"I-13",69322,1,130.1,NA,3,NA,NA,NA,1890,NA,NA,"2015",2.11427729656159,3.27646180417324,4.86830338551846,7.54433210805369,0.000379724952283058,"OS"
"3007",-4424,200801,88,190,"I-10",69322,1,130.4,NA,3,NA,NA,NA,1552,44.8,NA,"2008",2.1152775913959,3.19089171692217,4.87060664949255,7.34729970074316,0.00518929190341746,"OS"
"3019",-4822,200901,88,17,"J-12",69322,1,130.6,NA,3,NA,NA,NA,1740,NA,NA,"2009",2.11594317693906,3.2405492482826,4.87213921684233,7.46164039220858,0.000524073820475989,"OS"
"3026",-7574,201101,162,10,"H-14",69322,1,130.7,NA,3,NA,NA,NA,1708,NA,NA,"2011",2.11627558758054,3.23248786635299,4.87290462063018,7.44307837434852,0.00103236039259661,"OS"
"3032",-7532,201101,89,41,"K-07",69322,1,130.8,NA,3,NA,NA,NA,1865,NA,NA,"2011",2.11660774398825,3.27067883614471,4.8736694390231,7.53101633207792,3.4003201687969e-05,"OS"
"3043",1010914,200001,88,24,"F-11",69322,1,131,NA,3,NA,NA,NA,1790,NA,NA,"2000",2.11727129565576,3.25285303097989,4.87519732320115,7.4899708988348,0.000206588196073712,"OS"
"3045",1010901,200001,88,11,"G-13",69322,1,131,NA,3,NA,NA,NA,1904,NA,NA,"2000",2.11727129565576,3.27966694404846,4.87519732320115,7.55171221535131,0.000164349480300701,"OS"
"3047",1010929,200001,88,39,"F-09",69322,1,131,NA,3,NA,NA,NA,1948,NA,NA,"2000",2.11727129565576,3.2895889525426,4.87519732320115,7.57455848420248,0.000523594712635538,"OS"
"3048",1010692,200001,89,16,"J-13",69322,1,131,NA,3,NA,NA,NA,1970,NA,NA,"2000",2.11727129565576,3.29446622616159,4.87519732320115,7.58578882173203,0.000774421539544681,"OS"
"3084",-9833,201301,162,29,"B-08",69322,1,131.6,NA,3,NA,NA,NA,1984,44.9,NA,"2013",2.11925588927794,3.29754166781816,4.87976701889122,7.59287028784482,0.000590738525111108,"OS"
"3088",-7574,201101,162,10,"H-14",69322,1,131.7,NA,3,NA,NA,NA,1592,NA,NA,"2011",2.11958577496178,3.20194306340165,4.88052660874924,7.37274636640433,0.00518836676331467,"OS"
"3095",-2812,200701,89,16,"J-13",69322,1,131.7,NA,3,NA,NA,NA,1978,NA,NA,"2007",2.11958577496178,3.29622628726116,4.88052660874924,7.58984151218266,0.00048006613166639,"OS"
"3100",-9059,201201,89,13,"K-12",69322,1,131.8,NA,3,NA,NA,NA,1912,NA,NA,"2012",2.11991541025799,3.28148788794008,4.88128562206841,7.55590509361135,3.82806419040921e-05,"OS"
"3105",-7573,201101,162,9,"I-14",69322,1,131.9,NA,3,NA,NA,NA,1788,NA,NA,"2011",2.12024479554637,3.2523675144599,4.88204405972327,7.48885295573346,0.000562540888702313,"OS"
"3109",-6138,201001,162,19,"I-10",69322,1,132,NA,3,NA,NA,NA,1746,NA,NA,"2010",2.12057393120585,3.24204423936955,4.88280192258637,7.46508273639955,0.00121697701133189,"OS"
"3111",1010897,200001,88,7,"H-15",69322,1,132,NA,3,NA,NA,NA,1856,NA,NA,"2000",2.12057393120585,3.26857797188284,4.88280192258637,7.52617891334615,7.46675046900689e-05,"OS"
"3112",1010684,200001,89,8,"G-14",69322,1,132,NA,3,NA,NA,NA,1860,NA,NA,"2000",2.12057393120585,3.26951294421792,4.88280192258637,7.52833176670725,5.95407826243453e-05,"OS"
"3116",1010682,200001,89,6,"I-14",69322,1,132,NA,3,NA,NA,NA,1980,NA,NA,"2000",2.12057393120585,3.29666519026153,4.88280192258637,7.59085212368858,0.000366326493113407,"OS"
"3127",-2906,200701,88,48,"I-08",69322,1,132.2,NA,3,NA,NA,NA,1696,41.5,NA,"2007",2.12123145514962,3.22942584792069,4.88431592741759,7.43602781635185,0.0024162327885047,"OS"
"3129",-2886,200701,88,28,"I-12",69322,1,132.2,NA,3,NA,NA,NA,1950,45.5,NA,"2007",2.12123145514962,3.29003461136252,4.88431592741759,7.57558465155779,0.000110352052437824,"OS"
"3135",-9272,201201,162,218,"I-12",69322,1,132.3,NA,3,NA,NA,NA,1992,NA,NA,"2012",2.1215598441875,3.29928933408768,4.88507207112091,7.59689443814454,0.000344606036829937,"OS"
"3148",-9060,201201,89,14,"I-12",69322,1,132.5,NA,3,NA,NA,NA,1980,NA,NA,"2012",2.12221587827283,3.29666519026153,4.88658264542628,7.59085212368858,0.000193604304304239,"OS"
"3156",-2816,200701,89,20,"E-12",69322,1,132.6,NA,3,NA,NA,NA,1882,NA,NA,"2007",2.12254352406875,3.27461961909124,4.88733707775176,7.54009032014532,7.41497837145343e-05,"OS"
"3164",-18749,201901,94,29,"H-09",69322,1,132.8,NA,3,NA,NA,NA,1978,NA,NA,"2019",2.123198075032,3.29622628726116,4.88884423704233,7.58984151218266,0.000108624154753433,"OS"
"3167",-7574,201101,162,10,"H-14",69322,1,132.8,NA,3,NA,NA,NA,2138,NA,NA,"2011",2.123198075032,3.33000770087276,4.88884423704233,7.66762609158499,0.00186739410305372,"OS"
"3175",1010914,200001,88,24,"F-11",69322,1,133,NA,3,NA,NA,NA,1810,NA,NA,"2000",2.12385164096709,3.25767857486918,4.89034912822175,7.50108212425987,0.000831823427676562,"OS"
"3177",-6130,201001,162,11,"H-13",69322,1,133,NA,3,NA,NA,NA,1878,NA,NA,"2010",2.12385164096709,3.27369558793009,4.89034912822175,7.53796265976821,0.000178592117318344,"OS"
"3178",1010934,200001,88,44,"J-09",69322,1,133,NA,3,NA,NA,NA,1886,NA,NA,"2000",2.12385164096709,3.27554168840131,4.89034912822175,7.5422134631934,0.000134094495819952,"OS"
"3179",1010909,200001,88,19,"K-11",69322,1,133,NA,3,NA,NA,NA,1968,NA,NA,"2000",2.12385164096709,3.29402509409532,4.89034912822175,7.5847730776122,3.94498632129667e-05,"OS"
"3189",-9113,201201,89,46,"B-08",69322,1,133.1,NA,3,NA,NA,NA,2092,NA,NA,"2012",2.12417805547468,3.32056168019524,4.89110072540107,7.64587582518481,0.000953098295883655,"OS"
"3197",-9869,201301,89,8,"I-13",69322,1,133.3,NA,3,NA,NA,NA,1772,NA,NA,"2013",2.12483014941386,3.24846371755103,4.89260222718466,7.47986413116503,0.00163403227975017,"OS"
"3199",-9379,201201,162,235,"D-10",69322,1,133.3,NA,3,NA,NA,NA,1944,NA,NA,"2012",2.12483014941386,3.28869626059026,4.89260222718466,7.57250298502038,3.24754980497796e-06,"OS"
"3200",-2814,200701,89,18,"H-13",69322,1,133.3,NA,3,NA,NA,NA,2032,NA,NA,"2007",2.12483014941386,3.30792370361188,4.89260222718466,7.61677580869837,0.000277396062660698,"OS"
"3211",-9054,201201,89,8,"J-14",69322,1,133.5,NA,3,NA,NA,NA,1928,NA,NA,"2012",2.12548126570059,3.28510702956681,4.8941014778403,7.56423847517049,5.13197231387423e-05,"OS"
"3217",-13933,201501,162,15,"E-11",69322,1,133.6,NA,3,NA,NA,NA,1966,NA,NA,"2015",2.12580645813953,3.29358351349612,4.89485026110255,7.58375630070711,9.01815084485521e-10,"OS"
"3219",-7575,201101,162,11,"G-14",69322,1,133.6,NA,3,NA,NA,NA,2252,NA,NA,"2011",2.12580645813953,3.35256838617931,4.89485026110255,7.71957398925958,0.00316172848450169,"OS"
"3241",1010897,200001,88,7,"H-15",69322,1,134,NA,3,NA,NA,NA,1846,NA,NA,"2000",2.12710479836481,3.26623169668989,4.89783979995091,7.5207764150628,0.00088378733055225,"OS"
"3242",1010684,200001,89,8,"G-14",69322,1,134,NA,3,NA,NA,NA,1878,NA,NA,"2000",2.12710479836481,3.27369558793009,4.89783979995091,7.53796265976821,0.000513850175572784,"OS"
"3244",1010917,200001,88,27,"D-10",69322,1,134,NA,3,NA,NA,NA,1886,NA,NA,"2000",2.12710479836481,3.27554168840131,4.89783979995091,7.5422134631934,0.000437729544057455,"OS"
"3245",1063404,200101,89,21,"K-11",69322,1,134,NA,3,NA,NA,NA,1904,NA,NA,"2001",2.12710479836481,3.27966694404846,4.89783979995091,7.55171221535131,0.000289673450871723,"OS"
"3247",1063398,200101,89,15,"H-13",69322,1,134,NA,3,NA,NA,NA,1992,NA,NA,"2001",2.12710479836481,3.29928933408768,4.89783979995091,7.59689443814454,2.37639268706265e-06,"OS"
"3248",1010919,200001,88,29,"D-07",69322,1,134,NA,3,NA,NA,NA,2010,NA,NA,"2000",2.12710479836481,3.30319605742049,4.89783979995091,7.60589000105312,2.74264924377674e-05,"OS"
"3249",1010912,200001,88,22,"H-11",69322,1,134,NA,3,NA,NA,NA,2018,NA,NA,"2000",2.12710479836481,3.30492116190089,4.89783979995091,7.60986220091355,4.71811554613246e-05,"OS"
"3259",-16354,201701,162,15,"D-10",69322,1,134.1,NA,3,NA,NA,NA,1876,NA,NA,"2017",2.1274287778516,3.27323283404305,4.89858579028763,7.53689712956617,0.000576588288573103,"OS"
"3260",-13951,201501,94,21,"H-09",69322,1,134.1,NA,3,NA,NA,NA,2032,NA,NA,"2015",2.1274287778516,3.30792370361188,4.89858579028763,7.61677580869837,7.6330089451234e-05,"OS"
"3265",-4822,200901,88,17,"J-12",69322,1,134.2,NA,3,NA,NA,NA,1702,NA,NA,"2009",2.12775251583297,3.23095955574857,4.89933122453758,7.43955930913332,0.00419153598271297,"OS"
"3272",-6128,201001,162,9,"J-13",69322,1,134.3,NA,3,NA,NA,NA,2160,NA,NA,"2010",2.12807601266872,3.33445375115093,4.90007610352919,7.67786350067821,0.00100819711773585,"OS"
"3290",-2899,200701,88,41,"D-10",69322,1,134.6,NA,3,NA,NA,NA,1922,43.2,NA,"2007",2.12904505988796,3.28375338333253,4.90230741721063,7.56112158953024,0.000347872802729655,"OS"
"3311",1010895,200001,88,5,"J-15",69322,1,135,NA,3,NA,NA,NA,1874,NA,NA,"2000",2.13033376849501,3.27276958655176,4.90527477843843,7.53583046279837,0.00105189923998817,"OS"
"3312",-7572,201101,162,8,"J-14",69322,1,135,NA,3,NA,NA,NA,1894,NA,NA,"2011",2.13033376849501,3.27737997466725,4.90527477843843,7.54644627374602,0.000792677521019676,"OS"
"3314",1010684,200001,89,8,"G-14",69322,1,135,NA,3,NA,NA,NA,1974,NA,NA,"2000",2.13033376849501,3.29534714833362,4.90527477843843,7.58781721999343,0.000131810793943636,"OS"
"3315",1010900,200001,88,10,"F-13",69322,1,135,NA,3,NA,NA,NA,1982,NA,NA,"2000",2.13033376849501,3.29710365014926,4.90527477843843,7.59186171488993,9.70391345327151e-05,"OS"
"3316",-2907,200701,88,49,"J-08",69322,1,135,NA,3,NA,NA,NA,2054,40.7,NA,"2007",2.13033376849501,3.31260043926126,4.90527477843843,7.6275443904885,2.05233063820463e-05,"OS"
"3319",1010684,200001,89,8,"G-14",69322,1,135,NA,3,NA,NA,NA,2150,NA,NA,"2000",2.13033376849501,3.33243845991561,4.90527477843843,7.67322312112171,0.000526246515159631,"OS"
"3320",1010896,200001,88,6,"I-15",69322,1,135,NA,3,NA,NA,NA,2160,NA,NA,"2000",2.13033376849501,3.33445375115093,4.90527477843843,7.67786350067821,0.000615549272428018,"OS"
"3321",1010684,200001,89,8,"G-14",69322,1,135,NA,3,NA,NA,NA,2198,NA,NA,"2000",2.13033376849501,3.34202768808747,4.90527477843843,7.69530313496357,0.00101371700260017,"OS"
"3326",-13947,201501,162,29,"E-10",69322,1,135.1,NA,3,NA,NA,NA,2040,NA,NA,"2015",2.13065534902203,3.3096301674259,4.90601524496615,7.62070508683826,7.10061710242234e-07,"OS"
"3330",-7573,201101,162,9,"I-14",69322,1,135.2,NA,3,NA,NA,NA,1930,NA,NA,"2011",2.13097669160562,3.28555730900777,4.90675516360886,7.56527528189893,0.000499312817931006,"OS"
"3338",-5699,200901,88,206,"G-13",69322,1,135.3,NA,3,NA,NA,NA,2184,NA,NA,"2009",2.13129779659762,3.3392526340327,4.90749453517674,7.6889133368648,0.00069365668940056,"OS"
"3342",-9869,201301,89,8,"I-13",69322,1,135.4,NA,3,NA,NA,NA,2094,NA,NA,"2013",2.13161866434913,3.32097667734282,4.90823336047817,7.64683139143048,7.27452298592189e-05,"OS"
"3346",-4422,200801,88,188,"I-08",69322,1,135.5,NA,3,NA,NA,NA,2092,43.6,NA,"2008",2.13193929521042,3.32056168019524,4.90897164031976,7.64587582518481,5.2041798288377e-05,"OS"
"3347",-9275,201201,162,221,"H-14",69322,1,135.5,NA,3,NA,NA,NA,2166,NA,NA,"2012",2.13193929521042,3.3356584522893,4.90897164031976,7.68063742756094,0.000445335278927626,"OS"
"3355",-6138,201001,162,19,"I-10",69322,1,135.6,NA,3,NA,NA,NA,2142,NA,NA,"2010",2.13225968953104,3.33081946649584,4.90970937550629,7.66949525100769,0.000246703245683636,"OS"
"3357",-2814,200701,89,18,"H-13",69322,1,135.6,NA,3,NA,NA,NA,2286,NA,NA,"2007",2.13225968953104,3.35907622605926,4.90970937550629,7.73455884435476,0.00173553958036333,"OS"
"3362",-6369,201001,89,10,"G-14",69322,1,135.7,NA,3,NA,NA,NA,1972,NA,NA,"2010",2.13257984765974,3.29490691060519,4.91044656684082,7.58680353516258,0.000329939036704974,"OS"
"3366",-9058,201201,89,12,"J-12",69322,1,135.8,NA,3,NA,NA,NA,2086,NA,NA,"2012",2.13289976994448,3.31931430409051,4.9111832151246,7.64300363556072,1.08733957422489e-05,"OS"
"3373",-6367,201001,89,8,"I-14",69322,1,136,NA,3,NA,NA,NA,1882,NA,NA,"2010",2.13353890837022,3.27461961909124,4.91265488573605,7.54009032014532,0.00154604278381223,"OS"
"3375",-2918,200701,88,60,"G-06",69322,1,136,NA,3,NA,NA,NA,1922,43.2,NA,"2007",2.13353890837022,3.28375338333253,4.91265488573605,7.56112158953024,0.000960007530544028,"OS"
"3376",1010692,200001,89,16,"J-13",69322,1,136,NA,3,NA,NA,NA,1986,NA,NA,"2000",2.13353890837022,3.29797924415936,4.91265488573605,7.59387784460512,0.000324036633133305,"OS"
"3378",1010901,200001,88,11,"G-13",69322,1,136,NA,3,NA,NA,NA,2046,NA,NA,"2000",2.13353890837022,3.31090562937614,4.91265488573605,7.62364194651157,3.8489484278158e-05,"OS"
"3379",1010902,200001,88,12,"H-13",69322,1,136,NA,3,NA,NA,NA,2060,NA,NA,"2000",2.13353890837022,3.31386722036915,4.91265488573605,7.63046126178363,1.22580354359951e-05,"OS"
"3383",1010917,200001,88,27,"D-10",69322,1,136,NA,3,NA,NA,NA,2164,NA,NA,"2000",2.13353890837022,3.33525725643453,4.91265488573605,7.67971363996637,0.000256642835681945,"OS"
"3385",1010682,200001,89,6,"I-14",69322,1,136,NA,3,NA,NA,NA,2214,NA,NA,"2000",2.13353890837022,3.3451776165427,4.91265488573605,7.70255611326858,0.000628690961309165,"OS"
"3389",-2814,200701,89,18,"H-13",69322,1,136.1,NA,3,NA,NA,NA,2294,NA,NA,"2007",2.13385812520333,3.36059341356525,4.91338990965742,7.73805229768932,0.0014574577784373,"OS"
"3392",-9879,201301,89,18,"J-11",69322,1,136.2,NA,3,NA,NA,NA,1978,NA,NA,"2013",2.13417710757677,3.29622628726116,4.91412439371541,7.58984151218266,0.000455841004612133,"OS"
"3404",-8504,201201,162,33,"K-08",69322,1,136.4,NA,3,NA,NA,NA,1954,NA,NA,"2012",2.13481437032046,3.29092455938275,4.91559174540936,7.57763383260273,0.000778346715709792,"OS"
"3408",-11680,200601,88,192,"I-09",69322,1,136.5,NA,3,NA,NA,NA,1984,40.6,NA,"2006",2.13513265137677,3.29754166781816,4.91632461462501,7.59287028784482,0.000518148546858841,"OS"
"3410",-9075,201201,89,29,"K-09",69322,1,136.5,NA,3,NA,NA,NA,2188,NA,NA,"2012",2.13513265137677,3.34004731766139,4.91632461462501,7.69074316354187,0.000247869503988765,"OS"
"3423",-4822,200901,88,17,"J-12",69322,1,136.8,NA,3,NA,NA,NA,2276,NA,NA,"2009",2.1360860973841,3.35717225772303,4.91852000518845,7.73017479524622,0.000809398276984956,"OS"
"3425",-9893,201301,89,32,"I-08",69322,1,136.8,NA,3,NA,NA,NA,2356,NA,NA,"2013",2.1360860973841,3.37217528611506,4.91852000518845,7.76472054477148,0.00176280876150727,"OS"
"3428",-9752,201301,162,8,"H-14",69322,1,136.9,NA,3,NA,NA,NA,2180,45.4,NA,"2013",2.13640344813399,3.3384564936046,4.9192507322944,7.68708015578313,0.000113601771337514,"OS"
"3433",1063396,200101,89,13,"F-13",69322,1,137,NA,3,NA,NA,NA,1924,NA,NA,"2001",2.13672056715641,3.28420506770179,4.91998092582813,7.56216163122565,0.00152595522310127,"OS"
"3438",1010702,200001,89,26,"F-10",69322,1,137,NA,3,NA,NA,NA,2262,NA,NA,"2000",2.13672056715641,3.35449260058944,4.91998092582813,7.72400465667607,0.000584969640152487,"OS"
"3439",1010692,200001,89,16,"J-13",69322,1,137,NA,3,NA,NA,NA,2306,NA,NA,"2000",2.13672056715641,3.36285930295868,4.91998092582813,7.743269700829,0.00100584678997379,"OS"
"3441",-2882,200701,88,24,"F-13",69322,1,137.1,NA,3,NA,NA,NA,2046,46.8,NA,"2007",2.13703745478951,3.31090562937614,4.92071058656827,7.62364194651157,0.00025296208584487,"OS"
"3442",-4821,200901,88,16,"I-12",69322,1,137.1,NA,4,NA,NA,NA,2056,NA,NA,"2009",2.13703745478951,3.31302311032324,4.92071058656827,7.62851762657506,0.000196048126121623,"OS"
"3443",-2890,200701,88,32,"J-10",69322,1,137.1,NA,3,NA,NA,NA,2206,44.7,NA,"2007",2.13703745478951,3.34360550810417,4.92071058656827,7.69893619981345,0.000181815062348531,"OS"
"3463",-6136,201001,162,17,"H-11",69322,1,137.4,NA,3,NA,NA,NA,2320,NA,NA,"2010",2.13798673272353,3.3654879848909,4.92289637978825,7.74932246466036,0.000923132558542756,"OS"
"3469",-2810,200701,89,14,"J-15",69322,1,137.6,NA,3,NA,NA,NA,2028,NA,NA,"2007",2.13861843389949,3.3070679506613,4.92435092549924,7.61480536471107,0.000558911844650367,"OS"
"3475",-6394,201001,89,35,"K-08",69322,1,137.7,NA,3,NA,NA,NA,2262,NA,NA,"2010",2.13893394025692,3.35449260058944,4.92507740573461,7.72400465667607,0.000318066865797954,"OS"
"3483",-9052,201201,89,6,"H-14",69322,1,137.8,NA,3,NA,NA,NA,1948,NA,NA,"2012",2.13924921757161,3.2895889525426,4.92580335857956,7.57455848420248,0.00167497861066037,"OS"
"3485",-7575,201101,162,11,"G-14",69322,1,137.8,NA,3,NA,NA,NA,2136,NA,NA,"2011",2.13924921757161,3.32960124835652,4.92580335857956,7.66669020008009,2.75895740878264e-05,"OS"
"3486",-7573,201101,162,9,"I-14",69322,1,137.8,NA,3,NA,NA,NA,2138,NA,NA,"2011",2.13924921757161,3.33000770087276,4.92580335857956,7.66762609158499,2.39140104140753e-05,"OS"
"3491",-8504,201201,162,33,"K-08",69322,1,137.9,NA,3,NA,NA,NA,2162,NA,NA,"2012",2.13956426617585,3.33485568961729,4.92652878479926,7.67878899819915,2.07766955460725e-06,"OS"
"3494",1010928,200001,88,38,"E-09",69322,1,138,NA,3,NA,NA,NA,1936,NA,NA,"2000",2.13987908640124,3.28690535297237,4.92725368515721,7.56837926783652,0.00202295727925087,"OS"
"3496",1010692,200001,89,16,"J-13",69322,1,138,NA,3,NA,NA,NA,2104,NA,NA,"2000",2.13987908640124,3.3230457354817,4.92725368515721,7.6515955738576,0.000164371148009943,"OS"
"3497",-9073,201201,89,27,"J-10",69322,1,138,NA,3,NA,NA,NA,2234,NA,NA,"2012",2.13987908640124,3.34908316877959,4.92725368515721,7.71154897962915,0.000107051121994417,"OS"
"3498",1010705,200001,89,29,"D-09",69322,1,138,NA,3,NA,NA,NA,2236,NA,NA,"2000",2.13987908640124,3.34947179921439,4.92725368515721,7.71244383427499,0.000114326182756292,"OS"
"3499",1010897,200001,88,7,"H-15",69322,1,138,NA,3,NA,NA,NA,2296,NA,NA,"2000",2.13987908640124,3.36097188372594,4.92725368515721,7.73892375743946,0.000437845276867138,"OS"
"3501",-9374,201201,162,230,"F-11",69322,1,138.1,NA,3,NA,NA,NA,2234,NA,NA,"2012",2.14019367857863,3.34908316877959,4.92797806041525,7.71154897962915,8.95931011775296e-05,"OS"
"3505",-9051,201201,89,5,"G-14",69322,1,138.2,NA,3,NA,NA,NA,2098,NA,NA,"2012",2.14050804303818,3.32180548385754,4.92870191133357,7.64873978895624,0.00024453896917656,"OS"
"3506",-18771,201901,162,19,"I-10",69322,1,138.2,NA,3,NA,NA,NA,2364,NA,NA,"2019",2.14050804303818,3.37364747220922,4.92870191133357,7.76811037852599,0.00092425613387474,"OS"
"3508",-2890,200701,88,32,"J-10",69322,1,138.3,NA,3,NA,NA,NA,2272,45,NA,"2007",2.14082218010931,3.35640832703898,4.92942523867071,7.72841577984104,0.000201923515155067,"OS"
"3510",-9063,201201,89,17,"F-12",69322,1,138.4,NA,3,NA,NA,NA,2184,NA,NA,"2012",2.14113609012074,3.3392526340327,4.93014804318357,7.6889133368648,3.52542734690801e-06,"OS"
"3513",-6138,201001,162,19,"I-10",69322,1,138.5,NA,3,NA,NA,NA,1908,NA,NA,"2010",2.14144977340047,3.28057837036808,4.93087032562739,7.55381085200823,0.00299327308480442,"OS"
"3515",-9830,201301,162,26,"D-09",69322,1,138.5,NA,3,NA,NA,NA,2350,49.2,NA,"2013",2.14144977340047,3.37106786227174,4.93087032562739,7.7621706071382,0.000647091776307619,"OS"
"3526",-2819,200701,89,23,"G-11",69322,1,138.7,NA,3,NA,NA,NA,2282,NA,NA,"2007",2.14207646107328,3.3583156400822,4.93231332732079,7.73280753042202,0.000153606802557726,"OS"
"3527",-2907,200701,88,49,"J-08",69322,1,138.7,NA,3,NA,NA,NA,2494,48.3,NA,"2007",2.14207646107328,3.39689644914252,4.93231332732079,7.82164312623998,0.0021632449519971,"OS"
"3532",-6370,201001,89,11,"F-14",69322,1,138.8,NA,3,NA,NA,NA,2192,NA,NA,"2010",2.14238946611884,3.34084054981233,4.9330340480727,7.69256964806791,1.53555940524478e-05,"OS"
"3542",-9869,201301,89,8,"I-13",69322,1,139,NA,3,NA,NA,NA,2236,NA,NA,"2013",2.14301480025409,3.34947179921439,4.93447393313069,7.71244383427499,3.93600269138465e-06,"OS"
"3543",-2882,200701,88,24,"F-13",69322,1,139,NA,3,NA,NA,NA,2270,47.4,NA,"2007",2.14301480025409,3.35602585719312,4.93447393313069,7.72753511047545,6.03255034170996e-05,"OS"
"3544",1010935,200001,88,45,"K-09",69322,1,139,NA,3,NA,NA,NA,2380,NA,NA,"2000",2.14301480025409,3.37657695705651,4.93447393313069,7.77485576666552,0.000670827533072033,"OS"
"3546",1010912,200001,88,22,"H-11",69322,1,139,NA,3,NA,NA,NA,2410,NA,NA,"2000",2.14301480025409,3.38201704257487,4.93447393313069,7.7873820264847,0.000942516482392479,"OS"
"3550",-7504,201101,89,13,"E-11",69322,1,139.1,NA,3,NA,NA,NA,2186,NA,NA,"2011",2.14332712999205,3.33965015761368,4.9351930989294,7.68982866873648,5.67868281142954e-05,"OS"
